20210411_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
4	14	明月昇輝(A324)	田泰安	韋達	114	1098	1	5-1/4	[8][7][4]	1:09.70	10
5	13	度身訂做(C522)	楊明綸	鄭俊偉	117	1024	12	5-1/4	[13][13][5]	1:09.71	69
6	6	軒轅又牽(D181)	潘明輝	丁冠豪	123	1152	9	6-1/4	[2][1][6]	1:09.89	178
7	7	好運寶寶(D372)	莫雷拉	告東尼	125	1187	14	7-1/2	[1][2][7]	1:10.08	22
8	9	老友威威(T349)	蘇狄雄	葉楚航	120	1189	3	8-1/2	[11][9][8]	1:10.24	25
9	8	綠豆怪傑(D079)	波健士	約翰摩亞	123	1202	6	9	[6][8][9]	1:10.31	25
10	10	富存英雄(D245)	蔡明紹	賀賢	121	1134	10	10-1/2	[4][4][10]	1:10.56	50
11	5	喜跑(D294)	巫顯東	蔡約翰	122	1160	7	10-3/4	[9][10][11]	1:10.60	233
12	12	多多利高(D204)	黃皓楠	徐雨石	114	1036	13	11	[3][6][12]	1:10.65	159
13	11	合夥年代(C534)	黎海榮	蘇偉賢	118	1111	5	11-1/4	[10][12][13]	1:10.67	138

20200621_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	會長之星(C205)	周俊樂	韋達	120	1164	11	-	[1][2][1]	1:09.17	8.1
2	5	金莊令(D222)	莫雷拉	姚本輝	129	1005	3	1	[6][6][2]	1:09.33	2.3
3	7	火旺勝馬(D165)	薛恩	蘇保羅	126	1070	6	2	[8][7][3]	1:09.49	88
4	8	快樂凱旋(B195)	賀銘年	苗禮德	126	1091	5	2-1/2	[3][5][4]	1:09.56	6.9
5	12	皓月千里(C538)	黎海榮	沈集成	124	1167	8	2-1/2	[9][9][5]	1:09.56	111
6	6	幸運拼圖(D112)	黃皓楠	徐雨石	126	969	12	3-1/2	[13][13][6]	1:09.74	124
7	13	笑傲成功(C250)	楊明綸	丁冠豪	116	1210	1	4	[2][1][7]	1:09.83	16
8	14	龍鳳情祥(B185)	蘇狄雄	賀賢	113	1074	4	4-1/4	[7][8][8]	1:09.86	41
9	11	虎視眈眈(D290)	巫顯東	何良	123	1020	9	5	[12][10][9]	1:09.98	230
10	2	大軍閥(C113)	波健士	蔡約翰	131	1126	10	5-1/2	[11][14][10]	1:10.05	26
11	9	翡翠劇院(A040)	潘頓	文家良	126	1094	7	6	[10][11][11]	1:10.14	7.6
12	1	駿皇星(D144)	陳嘉熙	約翰摩亞	126	1072	2	6-1/4	[5][4][12]	1:10.17	7.5
13	4	英之友(A373)	田泰安	容天鵬	130	1122	13	6-1/2	[4][3][13]	1:10.22	14

20200621_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	旌暉(V077)	潘明輝	姚本輝	114	1074	1	-	[2][3][4][1]	1:20.89	4.5
2	5	最合拍(B393)	田泰安	沈集成	113	1110	3	3/4	[1][1][1][2]	1:21.01	2.4
3	2	載譽歸來(C215)	莫雷拉	羅富全	118	1178	2	1-1/2	[3][2][2][3]	1:21.11	4.1
4	1	常感恩(B312)	潘頓	約翰摩亞	133	1244	5	3-1/2	[4][4][3][4]	1:21.44	3.2

20200621_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	悅驫(C521)	潘頓	羅富全	126	1054	14	-	[8][6][1]	1:08.98	2.8
2	13	金剛石(C106)	田泰安	鄭俊偉	114	1129	8	3-1/2	[11][8][2]	1:09.52	11
3	7	全中(D104)	楊明綸	蘇保羅	123	1092	12	4-1/4	[12][11][3]	1:09.66	139
4	6	遨遊之星(C098)	巫顯東	容天鵬	122	1234	11	5	[1][1][4]	1:09.78	23
5	4	創科先鋒(D361)	梁家俊	文家良	125	1130	7	5-3/4	[5][5][5]	1:09.91	124
6	9	軍炮(V371)	蘇狄雄	葉楚航	120	1212	2	6-1/4	[13][12][6]	1:09.97	9.3
7	5	極速奔馳(D262)	何澤堯	姚本輝	125	1137	9	6-1/2	[3][2][7]	1:10.01	5
8	12	慣勝積極(A345)	史卓豐	丁冠豪	120	1071	1	6-1/2	[6][7][8]	1:10.03	19
9	14	果然友(C313)	蔡明紹	方嘉柏	114	1145	3	7	[10][9][9]	1:10.09	9.8
10	11	信心滿滿(D229)	黃皓楠	呂健威	118	1030	5	7-1/2	[9][13][10]	1:10.18	168
11	10	進優(D011)	波健士	徐雨石	121	1130	13	9-1/2	[14][14][11]	1:10.51	226
12	2	魅力漢子(C412)	莫雷拉	蔡約翰	126	1087	4	10-1/4	[7][10][12]	1:10.62	10
13	8	百勝愛駒(D254)	黎海榮	沈集成	122	1175	6	11-1/2	[4][4][13]	1:10.84	283

20200621_10
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	真妙星(C059)	田泰安	苗禮德	128	1198	10	-	[13][11][7][1]	1:21.33	4.1
2	14	嘉應精彩(C526)	莫雷拉	告東尼	115	1049	7	1-1/2	[4][4][3][2]	1:21.56	3.9
3	7	鑽飛龍(D111)	潘頓	容天鵬	121	1215	12	1-3/4	[2][2][2][3]	1:21.60	7.9
4	4	星運子爵(D187)	何澤堯	方嘉柏	127	1176	9	1-3/4	[11][10][8][4]	1:21.63	4.5
5	9	威闖(D168)	黃俊	約翰摩亞	115	1055	13	2-1/2	[12][13][11][5]	1:21.73	43
6	11	天地人(B403)	黃皓楠	何良	117	1108	3	3	[10][12][13][6]	1:21.83	133
7	12	嫡愛摯寶(C062)	陳嘉熙	蔡約翰	110	1210	14	4-1/2	[14][14][14][7]	1:22.07	48
8	1	寶盈快車(C126)	潘明輝	姚本輝	131	1098	4	5-3/4	[6][6][5][8]	1:22.27	42
9	2	標準猴王(B244)	周俊樂	韋達	120	1206	11	5-3/4	[1][1][1][9]	1:22.27	9.5
10	8	再大大(D084)	梁家俊	丁冠豪	121	1154	2	6-1/2	[3][3][4][10]	1:22.36	88
11	6	專一(D191)	波健士	徐雨石	122	1026	8	6-3/4	[8][5][9][11]	1:22.40	24
12	5	高明駿將(C511)	賀銘年	呂健威	123	1011	5	7-3/4	[7][9][10][12]	1:22.59	12
13	10	快馬飛馳(C277)	蔡明紹	羅富全	120	1140	6	8-3/4	[9][8][6][13]	1:22.75	20
14	13	威力名駒(C317)	楊明綸	蘇偉賢	118	1145	1	25-1/2	[5][7][12][14]	1:25.40	183

20200621_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	1	同有友(D048)	周俊樂	沈集成	123	1194	14	-	[1][1][1]	0:55.64	4.9
2	11	漸信龍駒(C017)	陳嘉熙	葉楚航	110	1035	8	5	[2][2][2]	0:56.46	10
3	8	喜奔騰(B143)	薛恩	文家良	124	1080	1	5-1/2	[4][4][3]	0:56.54	11
4	14	鋒仔(C282)	黃俊	苗禮德	108	1000	11	6	[8][8][4]	0:56.59	42
5	9	勁飛聖(T361)	史卓豐	約翰摩亞	123	1060	9	6-1/4	[3][3][5]	0:56.63	7.7
6	10	友盈有款(B182)	波健士	蘇偉賢	122	1055	4	6-1/2	[13][11][6]	0:56.66	7.2
7	5	鼓浪威風(C088)	梁家俊	姚本輝	130	1212	7	6-3/4	[6][9][7]	0:56.73	18
8	6	晨曦寶馬(C023)	莫雷拉	方嘉柏	129	1128	2	7	[10][5][8]	0:56.75	9.6
9	2	八駿雄風(C449)	巫顯東	徐雨石	129	1137	13	7-3/4	[5][7][9]	0:56.89	40
10	4	幸運飛駒(A092)	賀銘年	鄭俊偉	131	1110	3	8-1/4	[9][10][10]	0:56.96	26
11	12	做得好(A082)	田泰安	何良	113	1185	10	10-1/2	[11][12][11]	0:57.30	9
12	13	頌賞(B007)	黎海榮	霍利時	113	1055	12	10-3/4	[12][13][12]	0:57.35	123
13	7	辣得真(C021)	黃皓楠	羅富全	122	1052	5	10-3/4	[14][14][13]	0:57.36	42

20200614_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	超勁勇士(D298)	潘頓	羅富全	129	1093	9	-	[6][7][7][1]	1:21.60	2.4
2	9	連連行運(C441)	郭能	蔡約翰	125	1100	6	頸位	[8][9][8][2]	1:21.67	21
3	11	天意(V417)	梁家俊	蘇保羅	120	1182	3	1-1/2	[4][5][6][3]	1:21.84	9.5
4	12	雙節棍(C357)	何澤堯	方嘉柏	120	1029	14	3	[13][12][12][4]	1:22.06	16
5	1	冠鋒(D086)	史卓豐	高伯新	133	1127	5	3-1/2	[2][4][4][5]	1:22.16	27
6	2	深愛(A088)	賀銘年	葉楚航	130	1055	13	4-1/2	[14][10][10][6]	1:22.31	19
7	7	金元寶馬(C094)	周俊樂	容天鵬	118	1032	8	5-1/2	[3][2][2][7]	1:22.48	7.5
8	6	有得精彩(D238)	莫雷拉	韋達	128	1210	2	6-3/4	[1][1][1][8]	1:22.66	4.9
9	13	齊勝利(C342)	黃皓楠	徐雨石	116	1005	10	7-1/2	[10][11][11][9]	1:22.80	93
10	10	活力爆發(C525)	薛恩	賀賢	123	1084	1	7-1/2	[5][3][3][10]	1:22.81	10
11	4	歡樂好友(C533)	田泰安	丁冠豪	129	1099	7	12-3/4	[9][6][5][11]	1:23.65	42
12	5	隨我來(B300)	潘明輝	姚本輝	126	1021	4	15-3/4	[7][8][9][12]	1:24.10	42
13	8	喜進龍(C539)	楊明綸	蘇偉賢	126	1166	12	15-3/4	[11][13][13][13]	1:24.14	254
14	14	上浦精神(C350)	黎海榮	霍利時	115	1086	11	27-3/4	[12][14][14][14]	1:26.05	345

20200614_8
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	紅運大師(C287)	史卓豐	蔡約翰	125	1040	1	-	[4][3][1]	1:07.87	5.6
2	6	好好學習(C458)	波健士	呂健威	122	1061	8	頸位	[1][1][2]	1:07.93	45
3	2	激賞(A377)	莫雷拉	蔡約翰	129	1024	2	1-1/4	[2][2][3]	1:08.07	2.6
4	8	行星夢(D100)	潘明輝	沈集成	116	1305	4	2-1/4	[8][7][4]	1:08.21	10
5	9	超能力(D093)	田泰安	韋達	118	1153	6	2-3/4	[7][5][5]	1:08.32	4.6
6	4	鞍歌(A177)	賀銘年	姚本輝	127	1145	7	3	[6][8][6]	1:08.36	14
7	7	駿皇綵(A170)	潘頓	約翰摩亞	122	1030	5	3-3/4	[5][6][7]	1:08.45	13
8	1	豹子頭(B083)	何澤堯	徐雨石	130	1008	3	4	[3][4][8]	1:08.49	7.8

20200614_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	9	神龍駒(B108)	田泰安	告東尼	116	1068	8	-	[2][4][4][3][1]	1:47.24	5.8
2	6	超班福星(C183)	潘頓	丁冠豪	122	1077	2	1-1/4	[5][6][6][5][2]	1:47.42	3.4
3	1	天外天(B435)	波健士	約翰摩亞	133	1081	3	1-1/2	[8][8][7][7][3]	1:47.48	6.3
4	4	關鍵時機(C159)	莫雷拉	方嘉柏	123	1136	5	1-3/4	[6][5][5][6][4]	1:47.52	7.7
5	8	紅麗舍(A005)	梁家俊	文家良	118	1147	1	2-1/4	[4][3][3][4][5]	1:47.58	8.1
6	2	真益善(D268)	蔡明紹	沈集成	128	1074	9	3	[10][10][9][8][6]	1:47.71	101
7	3	軍民歡(B208)	賀銘年	韋達	124	1054	7	3-3/4	[7][7][8][9][7]	1:47.82	8.7
8	5	電玩時代(D269)	周俊樂	韋達	113	1141	6	4-3/4	[1][1][1][1][8]	1:48.00	28
9	7	高瞻遠矚(B345)	陳嘉熙	約翰摩亞	114	1025	10	4-3/4	[3][2][2][2][9]	1:48.02	7

20200614_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	9	特駒聯盟(C472)	田泰安	蔡約翰	121	1037	8	-	[9][7][1]	1:09.05	5.9
2	2	如真如假(C222)	周俊樂	方嘉柏	122	1109	3	1-1/4	[5][6][2]	1:09.24	2.8
3	7	一路順風(C453)	賀銘年	苗禮德	122	1116	10	2-3/4	[3][3][3]	1:09.47	7.5
4	6	歡樂一生(T134)	潘明輝	高伯新	124	1138	5	3-3/4	[10][8][4]	1:09.65	19
5	8	怪獸都市(A190)	巫顯東	何良	119	1138	7	4-1/2	[2][1][5]	1:09.77	17
6	1	星叻(C257)	陳嘉熙	羅富全	126	1033	11	4-1/2	[8][5][6]	1:09.77	12
7	12	好攻勢(C334)	黃俊	徐雨石	113	1124	12	6-1/4	[1][2][7]	1:10.06	92
8	11	勇福星(B035)	蘇狄雄	容天鵬	116	1221	4	10-1/2	[12][12][8]	1:10.73	47
9	5	理想回報(A305)	黎海榮	沈集成	129	1071	6	10-3/4	[4][4][9]	1:10.77	69
10	3	福喜多多(B128)	莫雷拉	呂健威	131	1125	9	11-1/4	[11][11][10]	1:10.84	5.8
11	10	度身訂做(C522)	楊明綸	鄭俊偉	119	1034	2	15-1/4	[7][10][11]	1:11.48	11

20200614_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	恆駿寶駒(T262)	田泰安	蘇偉賢	123	1116	11	-	[10][10][7][1]	1:21.40	4.9
2	7	三圓䮭路(C149)	郭能	蘇保羅	123	1124	8	1-1/2	[6][6][5][2]	1:21.65	4.1
3	4	鎂之妙(C416)	莫雷拉	賀賢	125	1173	7	2-1/2	[13][11][10][3]	1:21.81	36
4	10	魅力星光(C540)	周俊樂	韋達	112	1069	2	5	[4][4][4][4]	1:22.19	5.6
5	2	快步速(C427)	賀銘年	方嘉柏	125	1225	14	5-1/4	[14][14][14][5]	1:22.24	10
6	5	威武承傳(B451)	波健士	鄭俊偉	124	1072	10	5-1/2	[2][2][2][6]	1:22.28	5.7
7	12	龍城猛將(V225)	梁家俊	苗禮德	119	1190	12	8-1/4	[11][12][12][7]	1:22.72	18
8	6	怡威(C496)	薛恩	霍利時	123	1033	1	8-1/4	[9][9][9][8]	1:22.74	110
9	9	無價寶(B254)	潘明輝	何良	121	1115	4	8-1/2	[8][7][8][9]	1:22.75	9
10	14	繽紛駿驥(A292)	黃皓楠	呂健威	113	1152	6	10-1/2	[12][13][13][10]	1:23.09	53
11	3	老撾之光(C291)	楊明綸	約翰摩亞	125	981	13	11	[5][3][3][11]	1:23.14	20
12	13	太陽勝將(C365)	黃俊	姚本輝	112	1166	5	16-1/4	[1][1][1][12]	1:24.01	32
13	1	天衣無縫(C261)	蘇狄雄	文家良	131	1111	9	18-1/4	[7][8][11][13]	1:24.31	115

20200614_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	6	翠湖飛鷹(B391)	田泰安	蘇偉賢	116	1038	7	-	[8][8][6][1]	1:33.02	6
2	4	飈驥(C160)	賀銘年	丁冠豪	121	1100	5	1-1/2	[6][5][4][2]	1:33.28	8.6
3	3	四通八達(C024)	莫雷拉	蔡約翰	122	1071	3	5-1/4	[5][4][5][3]	1:33.85	2.6
4	1	志趣相投(A367)	陳嘉熙	蔡約翰	126	1109	2	5-1/4	[1][3][1][4]	1:33.87	9.4
5	5	繽紛遊戲(C013)	潘頓	羅富全	120	1067	4	5-3/4	[7][7][7][5]	1:33.95	5.2
6	8	蟲草之星(B070)	何澤堯	呂健威	116	1185	1	7-1/4	[2][1][2][6]	1:34.17	6.6
7	7	不羈的風(B271)	波健士	約翰摩亞	115	1032	8	7-3/4	[4][6][8][7]	1:34.25	33

20200614_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	13	閃電烈馬(C201)	巫顯東	徐雨石	116	1163	2	-	[1][1][1]	0:55.20	23
2	1	富高八斗(B473)	莫雷拉	姚本輝	131	1099	13	5	[8][2][2]	0:56.01	1.7
3	2	都柏名駒(C436)	賀銘年	文家良	129	1203	14	6	[5][5][3]	0:56.17	4.1
4	6	自在人生(B169)	波健士	羅富全	124	1149	3	7-1/2	[12][8][4]	0:56.38	16
5	5	堅有料(C011)	郭能	方嘉柏	125	1302	6	7-1/2	[7][9][5]	0:56.40	11
6	8	金枝玉葉(D363)	楊明綸	丁冠豪	123	1106	4	10-1/4	[4][4][6]	0:56.83	17
7	3	勁進(D195)	周俊樂	韋達	118	1175	8	10-1/4	[6][7][7]	0:56.84	29
8	7	龍鑽輝煌(D143)	田泰安	告東尼	123	1120	1	10-3/4	[2][6][8]	0:56.94	96
9	4	星夢帝國(C407)	薛恩	何良	128	1114	5	12-3/4	[13][12][9]	0:57.24	30
10	12	慣勝情緒(C451)	蔡明紹	蔡約翰	120	1056	10	13-1/4	[3][3][10]	0:57.31	115
11	10	錢途燦爛(C005)	何澤堯	呂健威	122	998	9	15-1/4	[14][14][11]	0:57.65	50
12	11	英友好友(C527)	梁家俊	容天鵬	122	1059	7	16	[11][10][12]	0:57.78	181
13	14	合夥贛勁(D051)	潘明輝	蘇偉賢	116	1206	11	18-1/4	[10][13][13]	0:58.14	125

20200614_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	舉世無雙(A310)	賀銘年	高伯新	131	1141	5	-	[12][10][4][1]	1:21.83	10
2	11	活力寶駒(B279)	莫雷拉	賀賢	129	1131	6	1-1/4	[11][11][10][2]	1:22.03	4.6
3	4	幸運精選(B114)	周俊樂	容天鵬	123	1160	8	1-3/4	[1][1][1][3]	1:22.12	4.2
4	13	太陽多多(C171)	蔡明紹	文家良	116	1106	1	6-1/4	[9][7][6][4]	1:22.83	34
5	6	東方雷(C500)	潘明輝	何良	130	1053	7	6-1/4	[6][6][11][5]	1:22.85	19
6	3	一代莊主(C419)	郭能	約翰摩亞	133	1088	9	6-1/4	[5][4][3][6]	1:22.85	19
7	10	西夏之王(C295)	楊明綸	蘇偉賢	130	1058	14	8-1/4	[14][13][9][7]	1:23.13	96
8	5	陽明秋秋(A057)	波健士	呂健威	133	1152	12	9	[4][5][5][8]	1:23.27	11
9	2	星河戰駒(C245)	薛恩	方嘉柏	132	1115	3	9-1/4	[8][9][8][9]	1:23.32	10
10	14	不忘初心(B231)	巫顯東	徐雨石	110	1072	11	14-1/4	[7][8][12][10]	1:24.12	55
11	12	神馬飛揚(V368)	黃俊	鄭俊偉	116	1074	2	14-1/2	[3][2][2][11]	1:24.14	12
12	9	成功星駒(D065)	黃皓楠	霍利時	128	970	13	16-1/2	[10][12][14][12]	1:24.45	68
13	1	鑽石達人(V341)	田泰安	告東尼	133	1134	10	16-3/4	[13][14][13][13]	1:24.50	9.4
14	7	表表馬(C233)	何澤堯	丁冠豪	132	1138	4	24-1/2	[2][3][7][14]	1:25.76	8.7

20200614_10
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	2	公証福將(A148)	周俊樂	鄭俊偉	122	1187	4	-	[7][6][1]	1:08.00	11
2	8	好友益(T265)	巫顯東	徐雨石	123	1048	5	2-1/2	[9][10][2]	1:08.39	20
3	5	加州凱歌(D067)	田泰安	告東尼	130	1239	10	2-1/2	[5][3][3]	1:08.39	5.7
4	1	新力寶(A379)	潘頓	約翰摩亞	133	1221	1	3	[2][2][4]	1:08.50	3.4
5	4	夢幻人生(C166)	莫雷拉	文家良	132	1134	7	3-1/2	[1][1][5]	1:08.58	4.1
6	10	騰龍駒(B349)	賀銘年	苗禮德	121	1098	8	4-1/2	[10][9][6]	1:08.72	10
7	9	安迅(C262)	何澤堯	方嘉柏	121	1119	11	4-3/4	[11][11][7]	1:08.78	57
8	3	悅跑得(C502)	史卓豐	葉楚航	132	1163	6	5	[6][5][8]	1:08.78	33
9	11	勝賢(D169)	蔡明紹	賀賢	117	1051	9	5-1/4	[8][8][9]	1:08.85	18
10	7	佳尊三(D186)	郭能	羅富全	127	1122	3	8	[4][4][10]	1:09.28	88
11	12	南莊之歌(C480)	陳嘉熙	沈集成	109	1186	2	11-1/4	[3][7][11]	1:09.79	6.7

20200614_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	1	禪勝寶駒(D270)	莫雷拉	呂健威	129	1131	5	-	[2][1][1]	0:56.57	1.3
2	3	和諧神駒(D319)	周俊樂	韋達	119	1057	2	3-1/4	[3][4][2]	0:57.10	7.1
3	4	海王駒(D063)	田泰安	蘇偉賢	129	1025	4	5-1/2	[4][3][3]	0:57.45	4.3
4	5	奇妙仙子(D210)	蔡明紹	蘇保羅	116	1105	3	6-1/2	[1][2][4]	0:57.62	14

20200607_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	2	哈囉嗲哋(C464)	潘明輝	丁冠豪	126	1124	14	-	[1][1][1][1]	1:35.63	12
2	6	錶之皇者(B398)	史卓豐	文家良	122	1216	7	1-1/4	[10][9][7][2]	1:35.80	8.3
3	9	精彩有你(C394)	何澤堯	姚本輝	118	1042	4	1-3/4	[6][6][6][3]	1:35.89	3.5
4	7	軍威振(D141)	周俊樂	韋達	111	1064	13	2-3/4	[13][13][13][4]	1:36.06	13
5	13	運時來(D170)	波健士	韋達	115	1012	8	2-3/4	[11][11][9][5]	1:36.06	89
6	3	扎西德勒(C084)	楊明綸	約翰摩亞	127	1141	2	4-1/4	[9][10][11][6]	1:36.31	15
7	14	博愛友威(C152)	莫雷拉	葉楚航	116	1074	12	5-1/4	[5][3][2][7]	1:36.48	4.2
8	12	大自然(C489)	蔡明紹	高伯新	116	1260	9	6-3/4	[4][5][5][8]	1:36.71	51
9	10	奇真(T093)	梁家俊	霍利時	120	1134	5	9-1/4	[8][7][8][9]	1:37.10	62
10	5	美麗日子(B076)	潘頓	容天鵬	124	1156	10	15	[3][4][3][10]	1:38.04	5.7
11	8	榮華煌昌(D252)	黃皓楠	丁冠豪	118	1075	1	18-1/2	[7][8][12][11]	1:38.58	125
12	1	超霸神駒(D353)	薛恩	沈集成	133	1063	6	19-1/2	[2][2][4][12]	1:38.74	63
13	4	嘜誰嘜誰(C323)	田泰安	告東尼	125	1161	11	21-3/4	[12][12][10][13]	1:39.09	8.9

20200607_8
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	10	長長友(B472)	波健士	容天鵬	118	1166	1	-	[5][6][5][1]	1:22.83	13
2	1	馬友冠(C299)	莫雷拉	霍利時	133	1060	8	1-1/2	[9][8][6][2]	1:23.08	6
3	4	承你所願(A178)	周俊樂	韋達	117	1183	13	1-3/4	[2][2][1][3]	1:23.10	15
4	13	佳運來(T380)	黎海榮	徐雨石	116	1017	7	1-3/4	[12][12][12][4]	1:23.13	29
5	5	喜佳龍(B377)	田泰安	蘇偉賢	126	1158	14	2-1/4	[14][13][10][5]	1:23.17	9
6	12	加州嶺域(C523)	何澤堯	告東尼	118	1255	6	3-3/4	[4][3][3][6]	1:23.43	29
7	8	鐘意寶(D388)	薛恩	方嘉柏	121	1320	12	3-3/4	[10][10][9][7]	1:23.44	62
8	6	大眾歡呼(C225)	史卓豐	羅富全	124	1145	5	5-3/4	[11][11][13][8]	1:23.74	10
9	9	電子群星(C132)	梁家俊	文家良	119	1036	3	7-1/4	[13][14][14][9]	1:24.00	18
10	11	嫡愛摯寶(C062)	蔡明紹	蔡約翰	117	1204	4	8-3/4	[7][7][8][10]	1:24.23	11
11	3	行雲流水(D233)	潘頓	沈集成	128	1146	11	10-3/4	[3][4][4][11]	1:24.55	7.4
12	2	精簡最好(B464)	潘明輝	姚本輝	126	1085	9	15-1/2	[1][1][2][12]	1:25.31	7.4
13	7	美麗甜心(B410)	賀銘年	約翰摩亞	124	1157	10	16	[8][9][11][13]	1:25.38	6.3

20200607_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	大武士(B216)	陳嘉熙	沈集成	114	1150	10	-	[7][6][1]	0:57.10	17
2	5	無敵勇士(C483)	莫雷拉	文家良	127	1221	7	短馬頭位	[3][3][2]	0:57.12	2
3	7	帖木兒(B001)	薛恩	方嘉柏	125	1181	11	1	[4][1][3]	0:57.28	10
4	4	各取所需(C474)	賀銘年	約翰摩亞	127	1030	8	1-1/2	[2][5][4]	0:57.34	6.3
5	1	大雷暴(D369)	周俊樂	韋達	123	1078	2	1-3/4	[10][4][5]	0:57.40	31
6	3	歐洲福星(C428)	潘頓	鄭俊偉	130	1221	9	2	[1][2][6]	0:57.43	8.8
7	6	醒臣(D394)	楊明綸	約翰摩亞	125	1135	4	3-1/4	[6][8][7]	0:57.62	91
8	9	加州神箭(A417)	田泰安	告東尼	121	1133	5	4-1/4	[5][7][8]	0:57.77	7.8
9	2	新強勇駿(B065)	史卓豐	苗禮德	130	1038	3	5	[9][9][9]	0:57.91	12
10	11	豪情勇駿(C508)	巫顯東	何良	112	1148	1	7-1/2	[11][10][10]	0:58.31	82

20200607_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	瀟灑王子(V069)	陳嘉熙	文家良	119	1166	12	-	[2][1][1][1]	1:22.52	13
2	12	是必飛飛(D121)	何澤堯	容天鵬	118	1291	3	1-1/2	[3][5][6][2]	1:22.75	4.9
3	4	美麗多多(D116)	莫雷拉	蔡約翰	128	1078	2	1-3/4	[7][6][5][3]	1:22.79	3.2
4	10	愛添勝(B362)	潘頓	賀賢	121	1097	10	3-1/2	[12][10][8][4]	1:23.09	4.5
5	11	醒目再臨(A314)	波健士	蘇偉賢	121	1150	4	4-3/4	[9][9][9][5]	1:23.28	19
6	1	雪茄之友(D299)	田泰安	姚本輝	125	1134	1	5-1/4	[1][3][3][6]	1:23.35	15
7	3	同歡樂(B084)	薛恩	方嘉柏	130	1139	13	7	[14][14][11][7]	1:23.63	46
8	13	辣得驕(D159)	巫顯東	呂健威	114	986	6	8	[5][2][2][8]	1:23.81	46
9	6	天生一對(C027)	楊明綸	丁冠豪	127	1106	14	8-3/4	[11][13][13][9]	1:23.93	30
10	8	星威(D295)	周俊樂	韋達	115	1043	7	10-1/4	[10][11][14][10]	1:24.17	140
11	9	保羅承傳(C517)	賀銘年	羅富全	121	1050	11	10-1/2	[4][4][4][11]	1:24.20	8.8
12	2	獨角寶寶(C203)	黃俊	高伯新	127	1128	5	11	[6][7][10][12]	1:24.28	17
13	14	贏馬神器(A075)	蘇狄雄	葉楚航	112	1098	9	11-1/4	[8][8][7][13]	1:24.31	51
14	5	放眼量(A140)	梁家俊	何良	127	1043	8	14-3/4	[13][12][12][14]	1:24.87	73

20200607_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	凌駕(C386)	莫雷拉	蔡約翰	128	1099	2	-	[8][8][5][1]	1:35.70	3.3
2	8	電訊火箭(C137)	賀銘年	徐雨石	123	1073	12	頸位	[4][2][2][2]	1:35.76	4.9
3	12	寶得住(C125)	田泰安	葉楚航	115	1018	13	1/2	[13][13][8][3]	1:35.80	9.8
4	1	翡翠綠(C056)	史卓豐	苗禮德	133	1115	3	1-1/4	[6][6][6][4]	1:35.91	8.2
